編號,來源,漢字
2568,,成衣、織襪仔、縮帶工廠，規庄頭攏有，予人呵咾講是「襪仔王國」。
2569,"踅,se̍rh(白)",看阮欲𤆬伊去佗位lōng-lōng踅攏好。
2570,,害我無閒甲戇戇踅。
2571,,自古以來無暝無日綴地球的跤步踅啊踅。
2572,,飛佇草仔埔頂直直踅。
2573,,咱來去苦苓林罔踅，欲去無？
2574,,踅夜市仔有食閣有掠。
2575,,踅踅踅，矮仔冬瓜，踅來踅去變阿西。
2576,,踅一个角就有聽見人咧喝：「少年的，內底坐喔！」
2577,,咱會當去踅「韓國街」。
2578,,伸勼的機械會踅一輾來翕相，就親像電腦斷層仝款。
2579,"絕,tse̍rh(白)",講伊是「鉸刀爿」、「鐵掃帚」，閣講伊䆀甲死絕，連細漢嬰仔看著伊就會驚甲疶青屎。
2580,,啊伊講 忠絕 為著咱 A-terh 去予人剃光頭，
2581,,你是 蔡油絕 是毋？
2582,,我就也有想過#翠翠#這个查某囡仔伊人真好心，這應該毋是伊做的。
2583,,陳冷絕 予附身彼是誠四常的啊！
2584,,聯合國嘛已經認定臺灣本土母語「瀕臨絕種」！
2585,,臺灣土狗仔佇無保育的狀況之下，佮外來的狗種透濫去，純種的本土狗煞成做強欲絕種矣。
2586,,這種竹仔早就絕種去矣。
2587,,影片按呢放送予阮著驚的絕種危機。
2588,,「瀕臨絕種語言」就是少年人已經無閣再學習、無閣再使用的語言。
2589,"啄,terh",請問這字敢唸做「啄」？
2590,,我今仔日tī冊內底看著「啄」這字。
2591,,冠啄 真正足𠢕的呢！
2592,,無人會閣再相信 秋啄 矣啦！
2593,,沈金啄是戇大呆！
2594,,恁緊來看，鳥仔囝咧啄蛀（terh-tsiù）！
2595,,阿啄嬸tsa̋ng捾幾若椏龍眼來予我食。
2596,,咱肯啄牌超級 phiàn-tsih 有五十冬保固，毋驚揣無人修。
2597,,趙勇啄，多謝你。
2598,,啄柿新科技保證大碗閣滿墘，買lueh就著矣。
2599,呃  erh,嬰仔奶食了，愛尻脊骿共伊搭搭咧予伊拍呃。
2600,,食九層塔拍呃會有䆀味。
2601,,伊未曾食飽就咧吐呃。
2602,,有影無！你敢毋捌聽伊咧飽呃？
2603,,你呼屎呃真歹聽呢，去別位啦！
2604,,胸坎不時慒慒、悶悶，空心枵枵的時閣會呃刺酸。
2605,,阿叔飽呃聲有夠大聲，逐改攏害我掣一趒。
2606,,予醫生看才知，阿公咳嗽是因為伊呃刺酸。
2607,,你食煙腸敆蒜頭諾？規台車攏你拍呃蒜頭味。
2608,,拍呃味臭moo-moo，你拄才食啥？
2609,,你哪會直直拍呃仔，敢是食傷飽？
2610,,我見擺食糙米，攏穩當會膨風閣拍呃仔。
2611,,我拄仔拍呃仔了後，腹肚有較爽快。
2612,,若直直呼呃仔，禁氣敢會較好？
2613,,好佳哉逐家因為肺炎攏有掛喙ōm，較袂鼻著人呼呃仔味。
2614,蔭呃　ìm-e̍rh,你敢會當較噤咧，看你不時蔭呃、呃刺酸我真毋甘。
2615,,自過年食菜到今，我毋捌蔭呃呢。
2616,,下晝食虱目仔，蔭呃全全魚臊味。
2617,,聽講三不五時蔭呃代表胃有各樣，有閒去予醫生看。
2618,,哼！恁囝食奶敢to̍h袂蔭呃？
2619,,阿姑蔭呃聲誠大聲，袂輸霆雷公咧。
2620,,我上驚聽伊蔭呃，蔭呃聲lua̋恐怖。
2621,,上慼伊逐改攏食蒜頭，全全伊蔭呃味。
2622,,你講彼bàng-gah話，蔭呃哪有可能無蔭呃味。
2623,呃 irh,我胃慒慒閣拍呃，人真艱苦。
2624,,我飽矣，閣食等咧閣直直拍呃。
2625,,你會吐呃就是因為你無噤食傷濟啦。
2626,,伊逐工三杯豆奶，攏無khuàinn伊吐呃！
2627,,你啉茶米茶嘛會呼屎呃諾？
2628,,胃無好會呃刺酸。
2629,,呃刺酸予醫生看幾若攏無效，尾仔照胃鏡才知有潰瘍。
2630,,是tsiâ？吐呃聲遮大聲。
2631,,無矣，吐呃聲我無聽eh。
2632,,我拍呃味有牛奶味。
2633,,人就胃䆀𠢕拍呃仔啦。
2634,,伊食一喙飯爾爾就咧呼呃仔。
2635,,拄坐落來就呼呃仔，你拄才敢有食四秀仔？
2636,,失禮，我拍呃仔聲共你吵著。
2637,,你透早食著啥？拍呃仔味真歹味。
2638,,食甜閣搬動，害我腹肚無爽快拍呃仔。
2639,"欲, berh",阿伯這你敢欲？
2640,,我欲--啦！
2641,,飯包A-serm伊敢有講欲？
2642,,閣開一萬箍我嘛欲。
2643,,阮講阮兩項攏欲。
2644,,這嘛欲，彼嘛欲，你是欲偌濟！
2645,"恩,irn(文)",你一點仔都毋知著感恩。
2646,,咱若做一擺忘恩背義的代誌，後擺就無人敢佮咱做朋友矣。
2647,,這對翁仔某一直是恩恩愛愛，真不幸某煞來過身。
2648,,毋通「船過水無痕，受恩毋免論」。
2649,,救命之恩來日報答。
2650,,伊的恩情咱只有等到後世人才閣還矣。
2651,,𪜶兩个翁仔某誠恩愛。
2652,,我相信恩師是冤枉的。
2653,,恩公啊！
2654,,二人恩怨總來窮。
2655,"殷,irn(文)",初殷 伊竟然願意去補習呢
2656,,閣再講 邱雄殷 嘛毋是歹囡仔啊，
2657,,這台去予 邱雄殷 摃害的電視，來共拭予清氣，
2658,,我上佮意 徐煎殷 矣。
2659,,徐煎殷 真正是足過份的。
2660,,海上殷紅日，雲間描白龍。
2661,,咱殷想牌葉黃素欲用愛注意，請一工食三頓，一改食三粒
2662,,阮殷夕科技公司經過十冬精心研究，一項超時代科技的產品：殷夕牌崁頭崁面安全帽。
2663,,潘殷網無親像是會講白賊的人呢！
2664,,我毋是 羅殷種，你電話敲毋著矣。
2665,"銀,gîrn",好心的頭家！十箍銀來分我好無？
2666,,一箍銀都毋肯寄付。
2667,,食老嘛著儉寡錢銀。
2668,,前擴金，後擴銀。
2669,,白鑠鑠的龍銀，啥物人看著袂佮意？
2670,,袋仔內反一寡銀角仔出來。
2671,,伊佇彼間銀行有一个口座。
2672,,伊真久無納貸款，厝煞予銀行估去。
2673,,伊心狂火熱，趕欲赴銀行三點半。
2674,,銀行共這間工廠的錢根抽轉去。
2675,,阿仁仔真攝屎，才幾箍銀仔爾爾都毋甘出。
2676,,通好提幾千銀仔予人。
2677,,提五萬箍銀仔來咧啦，
2678,,一日嘛通趁五六十箍銀仔！
2679,,我月底身軀頂攏賰無偌濟銀仔。
2680,"芹,khîrn",我看乎一定會予 學芹 活活共變死啦。
2681,,阿芹轉來矣！
2682,,攏是 迎芹 伊烏白亂講啦！
2683,,喂！曹顯芹！你咧創啥？
2684,,鄭芳芹 猶閣咧陷眠啦。
2685,,墨賊仔炒芹菜真好食。
2686,,較幼的芹菜價數較好，
2687,,寒人種菜頭、芥菜、芹菜、蒜仔；
2688,,這芹菜葉仔洗洗剁剁咧。
2689,,下昏暗的番芹菜哪會遮柯？
2690,"勤,khîrn",我是做夜勤的，日時會當歇睏。
2691,,兩年間伊攏全勤。
2692,,勤勤勤，不勤難為人上人。
2693,,勤勤儉儉，厝裡的錢就會愈儉愈濟。
2694,,警察出勤的時，身軀著安攝影機。
2695,,勤儉才有底。
2696,,𪜶後叔是一个勤儉的人。
2697,,伊一世人勤儉，食老日子才會遮好過。
2698,,國王勤政愛民，皇后嘛誠受逐家歡迎。
2699,,勤儉抾拾的習慣袂使無。
2700,"恨,hīrn(文)",伊真𠢕抾恨，你盡量莫得失伊。
2701,,伊毋但無抾恨，反倒轉閣來共咱鬥相共。
2702,,伊真好量，人對伊歹聲嗽，伊嘛袂抾恨。
2703,,我恨--你。
2704,,用「拚陣頭代替拍破頭」來化解仇恨。
2705,,你會怨恨恁阿爸袂？
2706,,命底天註定，恨命莫怨天。
2707,,毋通恨阮無情義。
2708,,可恨男性愛採花害阮遮狼狽。
2709,,我開始怨恨阿爸。
2710,"允,írn",按呢喔我允--你。
2711,,穡頭愈允愈齊勻。
2712,,允--人了後伊就來到現場。
2713,,我都允--人矣，袂使反悔。
2714,,阿姊上尾有允--我。
2715,,是啥人允你這件代誌的？
2716,,我會用得去公家允一个較好的頭路。
2717,,無我的允准，你袂使來阮兜。
2718,,伊揣誠久才去允著磚仔窯的頭路。
2719,,佇附近的藥廠允一个包裝的缺。
2720,"癮,írn",劉火癮，你無要緊乎？
2721,,邱圓癮 伊已經佮我鬥陣落來地獄矣？
2722,,鴦癮 雖然是一个庄跤查某囡仔，毋過真捌禮數。
2723,,彭凶癮 伊這馬看袂著魔神仔矣啦！
2724,,恁 印癮 只有對算盤歸零這个部份有興趣爾爾！
2725,,「好癮牌bo̍k-sìn-gù手套」各大體育用品社攏有咧賣……
2726,,癮秧公司救難救苦，這馬出好藥！
2727,,陳癮屏 伊哪會無佮你鬥陣轉來？
2728,,黃癮年 猶閣是紅嬰仔啦，你共拍是欲創啥啦！
2729,,你毋是定定對恁兜 癮竹 做這款代誌啊？
2730,"昀,îrn",親昀、燭昀，多謝恁救我。
2731,,趙龍昀你誠害呢！
2732,,高算昀伊去予老師留落來矣，
2733,,遮算是 行昀 的地盤，
2734,,帛昀 真好禮，共路讓予𪜶行。
2735,,藍昀兆 伊貓仔的尾溜人氣誠旺！
2736,,昀冰，你敢有看著 昀妗？
2737,,蔣昀列 雄雄講一寡莫名其妙的代誌呢！
2738,,你看你看 昀辛 你看！
2739,,跤酸ê時陣緊來倚靠這台池昀牌泡跤機。
2740,"巾,kirn",伊共面巾袚佇肩胛頭。
2741,,面巾搵予澹。
2742,,我共面巾溼予伊澹。
2743,,床巾紲舒舒咧！
2744,,粿巾洗甲清氣tam-tam。
2745,,這條手巾仔做了有夠工夫。
2746,,冊愛用巾仔包咧。
2747,,閣來這齣戲是苦齣，逐家手巾仔著愛攢予伊好。
2748,,醫護人員會佇欲下針的所在消毒，共崁無細菌的巾仔。
2749,,這幾个同學攏無揹冊包，干焦用一條包袱巾仔共冊佮便當包做伙。
2750,"斤,kirn",頭家，西瓜一斤是偌濟錢？
2751,,半斤八兩。
2752,,梨仔誠厚重，無幾粒就三斤矣。
2753,,五斤的秫米破一斤尖仔。
2754,,這尾魚仔起碼有三斤。
2755,,磅看幾斤重。
2756,,這尾魚仔上無有三斤重。
2757,,掠著兩尾大鯉魚，九斤五。
2758,,一斤肉毋值四兩蔥。
2759,,五斤雞愛飼五斗米。
2760,"根,kirn",伊咧睏的時定定會咬喙齒根。
2761,,咱文化的根愛顧予伊牢。
2762,,阮搬來下港二十年矣，早就釘根矣。
2763,,你是釘根矣是無？坐規晡攏無徙位。
2764,,醫生講伊這个病會好也袂斷根。
2765,,這款工課恁文身的根本都做袂來。
2766,,欲號名愛根據生時日月，才號有好名。
2767,,刺人的根底。
2768,,臺灣經濟的根本是骨力拍拚的精神。
2769,,伊根本都毋捌字，哪會曉寫批？
2770,,你莫黜人的根仔絡仔。
2771,,無棄嫌，菜脯根仔就罔咬鹹。
2772,,頭家，菜脯根仔按怎賣？
2773,,菜脯根仔先切切咧，浸--一-時，較袂遐鹹，芋仔糜摻一寡才好食！
2774,,你提一liau菜脯根仔出來，下晝來炒菜脯卵。
2775,,南部有一種菜頭較細箍，會當毋免切直接lau鹽曝乾，曝甲焦焦焦就是菜脯根仔。
2776,,菜脯根仔囥甕仔底，囥久會反烏出油，變做烏菜脯，𤉙菜脯雞仔會當治咳嗽。
2777,,阿媽做菜脯根仔，囥甕仔內，無細膩就生菇矣。
2778,,阿媽共瓜仔豉豆醬做根仔。
2779,"筋,kirn",你的血筋浮浮。
2780,,泅水的時陣上驚跤糾筋。
2781,,蝦仔愛掠沙筋了後食著較無沙屑。
2782,,腦筋袚袚。
2783,,頭殼筋咧搐。
2784,,傷久無運動，筋骨攏生鉎去矣。
2785,,毋知影是啥物原因，我感覺筋節痠軟。
2786,,這款檢查對腹肚、咱的筋肉，攏有袂䆀的效果。
2787,,白醫師就佇基隆徛館看診，治療筋骨拐筋。
2788,,運動會當改善筋肉無夠症頭發生的機會。
2789,"跟,kirn",囡仔猶細漢愛小跟咧。
2790,,老母行到佗位，伊就跟綴到佗位。
2791,,伊嘛欲跟隨你去。 
2792,,你袂輸伊的跟綴，伊行到佗，你就綴到佗。 
2793,,跟牢牢。
2794,,跟佇我身軀邊看爾。
2795,"均,kirn",用所有的人口數來做一个平均。
2796,,平均落來，一个人會當分著三千箍。
2797,,平均一工出二、三十箍啦！
2798,,平均三日和我講無一句話。
2799,,每一冬全球平均有五百四十萬人因為食薰來曲去。
2800,"鈞,kirn",啊真正有影千鈞一髮之際。
2801,"近,kīrn(文)",最近手頭較冗，想欲加買幾領仔新衫。
2802,,高夫人最近好無？
2803,,車頭附近有真濟叫客的計程車。
2804,,最近市草好無？
2805,,咱公司最近生理真好。
2806,,久見久見！近來攏咧無閒啥？
2807,,伊佮阿仁原本感情誠好，近來煞為著生理的代誌反目。
2808,,你的目睭早慢會近視。
2809,,近來生活較快活。
2810,,對遮拋近路較緊。
2811,,可見講臺灣南北二路，風俗是接近仔接近。
2812,,離車頭閣近近仔爾爾，騎車都免五分鐘--咧。
2813,,阮兜到公司近近仔近近，五分鐘就到--ah。
2814,,近近仔共看，才發覺這欉樹仔，逐葉葉仔頂攏有一隻胡蠅。
2815,,恁公司辦公廳到餐廳敢近近仔？
2816,睨　gîrn,伊哪會一直共你睨？
2817,,你聽無閣一直共人睨。
2818,,毋但雙手插胳閣咧共人睨。
2819,,共伊睨一下。
2820,,恁攏共我睨欲創啥？
2821,,隨閣越頭共阿爸你睨後擴。
2822,,子傑睨俊平，意思欲予伊緊讓開。
2823,,阿文目睭轉大蕊睨玉卿。
2824,,不時共市長的形影睨牢牢。
2825,,睨ònn-ònn的驚惶是伊上愛的表情。
2826,"可,khónn(文)",萬萬不可！
2827,,咱來請一位最紅的歌星 音可。
2828,,阿可，多謝你來kā我看。
2829,,蕊可 哪有可能來遮學拍算盤啦！
2830,,啊tsa̋ng阮 楠可 車禍蹛院。
2831,,足可憐呢！
2832,,輕輕可可就聽好解決一頓矣！
2833,,可惱啊！
2834,,這个人真可惡！ 
2835,,按呢，無的確咱嘛有不可思議的力量。
2836,"考,khónn",伊真有才調，律師牌一擺就考過！
2837,,我會共所有的意見綜合起來做參考。
2838,,這馬的學力測驗敢若咱較早的聯考。
2839,,今年閣考，考了真好。
2840,,臺語的漢字真僫稽考。
2841,,毋成猴，閣會考頭一名。
2842,,這擺注死予伊吊車尾考著大學。
2843,,伊大學考有牢！
2844,,這件代誌你愛好好仔考慮。
2845,,連鞭就欲考試矣，閣按呢無要無緊。
2846,"好,hònn(文)",毋知影是啥物原因所以才會附身佇 榕好 你的身上啦。
2847,,曹樑好 𪜶袂用得看。
2848,,啊就恁阿爸去揣 苔好 啦。
2849,,阿好！欲按怎才好？
2850,,阮兜菜刀攏是用 島好 的啊！
2851,,遮的人真好客。
2852,,今仔日股市，好財 報你知！
2853,,囡仔人攏真好玄。
2854,,好玄的小朋友頭攑懸懸看，uah！遮爾仔崎！
2855,,囡仔好玄咧問。
2856,"耗,hònn(甘)",因為𪜶會利用睏的時間降低體溫佮代謝，以減少能量的消耗。
2857,,林群耗 實在真可憐呢！
2858,,鄭遇耗，小等咧啦！
2859,,我是kā 雷耗 叫啦！
2860,,阿耗 彼个癮頭是咧創啥唅？
2861,,耗資數十萬、這動員數千人。
2862,,農會閣耗時將近兩年，研發出口感特別的金棗𩚨軟糖。
2863,,腹腔鏡微創墜腸修補愛自費耗材。
2864,,耗貴 足奸巧的！
2865,,你去共 耗琴 講提我的裙轉來啦。
2866,"貨, hònn",洪鈴貨足𠢕的啦！
2867,"嗚,onn",蠓仔佇耳空邊嗚嗚叫。
2868,,直直有嗚嗚聲，毋過無khuàinn-eh蠓。
2869,,這phiànn刺查某有真濟蜂，嗚嗚叫真鬧熱。
2870,,大路邊不時聽著救護車嗚嗚叫。
2871,,彼冷氣老矣用久矣毋才嗚嗚叫。
2872,,Honnh！樓頂發電機仔嗚嗚叫真吵。
2873,,便所抽風機嗚嗚叫，害我袂睏得。
2874,"唔,onn",紅嬰仔暗時交予你唔矣。
2875,,我buaih，我毋捌kā囡仔唔。
2876,,恁囝真司奶，遮大漢閣ài人唔。
2877,,今仔日是阿雪頭一kái kā囡仔唔。
2878,,Kā囡仔唔ài較輕跤輕手咧！
2879,,以早阿媽攏用這khann搖籃仔共阿姨唔。
2880,,阿媽共阿雪抱咧唔，阿雪一下仔就睏去矣。
2881,,嬰仔唔唔睏，一暝大一寸，嬰仔唔唔惜，一暝大一尺。
2882,,共囡仔唔予伊睏。
2883,"火,hónn(文)",春光爛漫木棉紅，火齊珠懸二月中。
2884,,叫伊莫定定共 簾火 乎，關咧咱兜倉庫內底啦！
2885,,龔雲火 你共我提出來啦！
2886,,佇欲出去揣 園火 進前，𪜶閣相拍矣啦。
2887,,煞煞去啦 億火！
2888,,古早人講的「火樹銀花，城開不夜」，嘛袂比得這款的奢颺。
2889,,朱火箔佮以前攏無仝款矣呢！
2890,,敢講是 曾火鼓  進前來過矣？
2891,,火詩𪜶袂記得矣啦！
2892,,何火旗嘛毋是故意的啊！
2893,"否,hónn",遮爾暗矣，巫否 你哪會猶未睏？
2894,,我等咧欲來去病院看阿否。
2895,,叫史豔文出來投案，否則連你也掠。
2896,,否則革殺勿論。
2897,,蔡金晏早起趕緊出面否認。
2898,,咱常常用否定的態度去對待伊，伊當然嘛袂爽。
2899,,卑職洪重卿能否賜死犯幾杯酒啉咧？
2900,"夥,hónn(文)",鼎夥 這馬逐家攏無啥想欲插伊呢。
2901,,橋夥 你是怎樣唅？
2902,,啊 新夥 你做這途做偌久矣？
2903,,啊 盧銀夥 伊就阮姑婆仔的大漢囝啦，
2904,"兀,gi̍rt(姓)",今仔日兀阿允我紮三牲四果來遮共兀--家公媽參拜，向望阮厝內逐家平安順序。
2905,,請問恁遮敢有姓兀--的？
2906,,請問「兀」這字按怎唸？
2907,,這層代誌攏嘛是兀--的𪜶老爸屘舅仔佮我接合的。
2908,,兀--先-生，𠢕早！
2909,,你講Seven諾？你直直行，正手爿會有一間ma-lú兀，賣米糕--ê，閣過就到--ah。
2910,,啊恁媽媽較怪嘛怪兀靜芬，兀靜芬嘛是可憐。
2911,,兀太太毋知有佇咧無？
2912,,我毋捌借錢予兀秋雲啊。
2913,,伊就是兀令宜的親生老母啦！
2914,,Ēnn……兀正雄，無按呢好啦，錢你後禮拜才還就好。
2915,,好佳哉，兀大業的財產已經予我共查封矣。
2916,,兀月娥伊是我姼仔！
2917,,兀仔文俊！你哪會遮爾殘忍，遮爾可愛的囝你放會落心！
2918,,欸？兀惠如咧？
